Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
2004_Q2,Sligo,Non-Hazardous,Agricultural Waste,9948.65
2004_Q1,Sligo,Non-Hazardous,Construction and Demolition Waste,12607.0
2004_Q2,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,8724.0
2004_Q1,Sligo,Non-Hazardous,Municipal Solid Waste,17028.0
2004_Q2,Sligo,Non-Hazardous,Organic Waste,21069.0
2004_Q2,Tipperary,Hazardous,Chemical Waste,6878.1
2004_Q4,Tipperary,,Electronic Waste,25817.55
2004_Q2,Tipperary,Hazardous,Industrial Hazardous Waste,19200.91
2004_Q2,Tipperary,Hazardous,Medical Waste,10738.0
2004_Q2,Tipperary,Non-Hazardous,Agricultural Waste,10700.68
2004_Q1,Tipperary,Non-Hazardous,Construction and Demolition Waste,14896.89
2004_Q2,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,6301.0
2004_Q2,Tipperary,Non-Hazardous,Municipal Solid Waste,14823.67
,Tipperary,Non-Hazardous,Organic Waste,11993.22
2004_Q2,Waterford,,Chemical Waste,15051.65
2004_Q2,Waterford,Hazardous,Electronic Waste,12196.0
2004_Q2,Waterford,Hazardous,Industrial Hazardous Waste,
2004_Q2,Waterford,Hazardous,Medical Waste,9312.0
2004_Q2,Waterford,Non-Hazardous,Agricultural Waste,7781.0
2004_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,20249.48
2004_Q2,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,16773.1
2004_Q2,Waterford,Non-Hazardous,Municipal Solid Waste,1701.83
2004_Q2,Waterford,Non-Hazardous,Organic Waste,14984.44
2004_Q2,Westmeath,Hazardous,Chemical Waste,20243.0
2004_Q2,Westmeath,Hazardous,Electronic Waste,12449.0
2004_Q1,Westmeath,Hazardous,Industrial Hazardous Waste,17515.0
2004_Q2,Westmeath,Hazardous,Medical Waste,16999.01
2004_Q2,Westmeath,Non-Hazardous,Agricultural Waste,18396.33
2004_Q2,Westmeath,Non-Hazardous,Construction and Demolition Waste,11109.0
2004_Q1,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,11708.0
2004_Q2,Westmeath,Non-Hazardous,Municipal Solid Waste,18317.0
2004_Q1,Westmeath,Non-Hazardous,Organic Waste,12598.3
2004_Q3,Wexford,Hazardous,Chemical Waste,15822.0
2004_Q2,Wexford,Hazardous,Electronic Waste,14471.28
2004_Q2,Wexford,Hazardous,Industrial Hazardous Waste,11225.0
2004_Q2,,Hazardous,Medical Waste,13497.22
2004_Q2,Wexford,Non-Hazardous,Agricultural Waste,16747.14
2004_Q2,,Non-Hazardous,Construction and Demolition Waste,5798.09
2004_Q2,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,7062.13
2004_Q2,Wexford,Non-Hazardous,Municipal Solid Waste,
2004_Q2,Wexford,Non-Hazardous,Organic Waste,5652.33
2004_Q2,Wicklow,Hazardous,,11278.43
2004_Q3,Wicklow,Hazardous,Electronic Waste,28074.19
2004_Q2,Wicklow,Hazardous,Industrial Hazardous Waste,6151.49
2004_Q1,Wicklow,Hazardous,Medical Waste,16107.92
2004_Q2,Wicklow,Non-Hazardous,Agricultural Waste,9721.88
2004_Q2,Wicklow,Non-Hazardous,Construction and Demolition Waste,22693.0
2004_Q1,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,22654.0
2004_Q2,Wicklow,Non-Hazardous,Municipal Solid Waste,18494.09
,Wicklow,Non-Hazardous,Organic Waste,
2004_Q3,Antrim,Hazardous,Chemical Waste,9851.01
2004_Q3,Antrim,Hazardous,Electronic Waste,20064.0
2004_Q3,Antrim,Hazardous,Industrial Hazardous Waste,15222.93
2004_Q3,Antrim,Hazardous,Medical Waste,13246.0
,Antrim,Non-Hazardous,Agricultural Waste,15596.97
2004_Q3,Antrim,Non-Hazardous,Construction and Demolition Waste,14530.37
2004_Q3,,Non-Hazardous,Industrial Non-Hazardous Waste,26393.59
2004_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,
2004_Q3,Antrim,Non-Hazardous,Organic Waste,16510.04
2004_Q3,Carlow,Hazardous,Chemical Waste,24564.24
2004_Q1,Carlow,Hazardous,Electronic Waste,18595.83
2004_Q1,Carlow,Hazardous,Industrial Hazardous Waste,20378.02
2004_Q3,Carlow,Hazardous,Medical Waste,18452.18
2004_Q3,Carlow,Non-Hazardous,Agricultural Waste,21536.14
2004_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,17078.26
2004_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,13267.0
2004_Q3,Carlow,,Municipal Solid Waste,15954.0
2004_Q3,Carlow,Non-Hazardous,Organic Waste,11705.78
2004_Q4,Cavan,,Chemical Waste,12463.0
2004_Q3,Cavan,Hazardous,Electronic Waste,19127.51
2004_Q3,Cavan,Hazardous,Industrial Hazardous Waste,18688.5
2004_Q3,,Hazardous,Medical Waste,17691.7
2004_Q3,Cavan,Non-Hazardous,Agricultural Waste,21868.96
2004_Q3,Cavan,Non-Hazardous,Construction and Demolition Waste,15550.66
2004_Q3,Nan,Non-Hazardous,Industrial Non-Hazardous Waste,16826.8
2004_Q3,Cavan,Non-Hazardous,Municipal Solid Waste,15141.67
2004_Q1,Cavan,,Organic Waste,12846.59
2004_Q3,Clare,Hazardous,Chemical Waste,15653.0
2004_Q4,Clare,Hazardous,Electronic Waste,3375.0
2004_Q3,Clare,Hazardous,,14191.56
2004_Q3,Clare,Hazardous,Medical Waste,17948.97
2004_Q4,Clare,Non-Hazardous,Agricultural Waste,11733.11
2004_Q3,Clare,Non-Hazardous,Construction and Demolition Waste,
2004_Q3,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,12470.0
2004_Q4,Clare,Non-Hazardous,Municipal Solid Waste,15903.0
2004_Q3,,Non-Hazardous,Organic Waste,7653.84
2004_Q3,Cork,Hazardous,Chemical Waste,8318.07
2004_Q3,Cork,Hazardous,Electronic Waste,16047.1
2004_Q1,,Hazardous,Industrial Hazardous Waste,19182.49
2004_Q3,Cork,Hazardous,Medical Waste,13423.07
2004_Q2,Cork,Non-Hazardous,Agricultural Waste,18517.0
2004_Q3,Cork,Non-Hazardous,Construction and Demolition Waste,20100.73
2004_Q3,Cork,Non-Hazardous,,17614.46
,Cork,Non-Hazardous,Municipal Solid Waste,3702.45
2004_Q3,Cork,Non-Hazardous,Organic Waste,16751.0
2004_Q4,Donegal,Hazardous,Chemical Waste,13399.56
2004_Q3,Donegal,Hazardous,Electronic Waste,15538.0
,Donegal,Hazardous,,8940.89
2004_Q3,Donegal,Hazardous,Medical Waste,9881.0
2004_Q3,Donegal,Non-Hazardous,Agricultural Waste,3526.77
2004_Q3,Donegal,Non-Hazardous,Construction and Demolition Waste,17336.34
2004_Q3,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,16693.0
2004_Q3,,Non-Hazardous,Municipal Solid Waste,20483.42
2004_Q3,Donegal,Non-Hazardous,Organic Waste,17587.21
2004_Q3,Down,Hazardous,Chemical Waste,10296.93
2004_Q3,Down,Hazardous,Electronic Waste,
2004_Q3,Down,Hazardous,Industrial Hazardous Waste,18047.0
2004_Q1,Nan,Hazardous,Medical Waste,8616.0
2004_Q3,Down,Non-Hazardous,Agricultural Waste,17358.0
2004_Q3,Down,Non-Hazardous,Construction and Demolition Waste,13091.71
2004_Q3,Down,Non-Hazardous,Industrial Non-Hazardous Waste,16527.1
2004_Q3,Down,Non-Hazardous,Municipal Solid Waste,14359.01
2004_Q3,Down,Non-Hazardous,Organic Waste,18995.42
2004_Q3,Dublin,Hazardous,Chemical Waste,21560.0
2004_Q3,Dublin,Hazardous,Electronic Waste,12807.0
2004_Q3,Dublin,Hazardous,Industrial Hazardous Waste,16093.5
2004_Q1,Dublin,Hazardous,Medical Waste,8875.99
2004_Q3,Dublin,Non-Hazardous,Agricultural Waste,15897.75
2004_Q3,Dublin,Non-Hazardous,Construction and Demolition Waste,24191.58
2004_Q3,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,15877.0
2004_Q1,Dublin,Non-Hazardous,Municipal Solid Waste,19437.27
2004_Q1,Dublin,Non-Hazardous,Organic Waste,8493.38
2004_Q3,Galway,Hazardous,Chemical Waste,17054.09
2004_Q3,Galway,Hazardous,Electronic Waste,13646.58
2004_Q3,Galway,,Industrial Hazardous Waste,15324.31
2004_Q3,Galway,Hazardous,Medical Waste,7103.44
2004_Q3,Galway,Non-Hazardous,Agricultural Waste,
2004_Q3,Galway,Non-Hazardous,Construction and Demolition Waste,19420.47
2004_Q3,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,16554.59
2004_Q3,Galway,Non-Hazardous,Municipal Solid Waste,15219.11
2004_Q3,Galway,Non-Hazardous,Organic Waste,17962.0
2004_Q3,Kerry,Hazardous,,16557.48
2004_Q3,Kerry,Hazardous,Electronic Waste,11407.58
,Kerry,Hazardous,Industrial Hazardous Waste,19729.58
2004_Q3,Kerry,Hazardous,Medical Waste,19748.0
2004_Q1,Kerry,Non-Hazardous,Agricultural Waste,12250.63
2004_Q1,Kerry,Non-Hazardous,Construction and Demolition Waste,14466.04
2004_Q3,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,15837.39
2004_Q3,Kerry,Non-Hazardous,,19559.32
2004_Q3,Kerry,Non-Hazardous,Organic Waste,6514.09
2004_Q3,Kildare,Hazardous,Chemical Waste,6694.55
2004_Q2,Kildare,Hazardous,Electronic Waste,
2004_Q3,Kildare,Hazardous,Industrial Hazardous Waste,17329.0
2004_Q3,Kildare,Hazardous,Medical Waste,15362.76
2004_Q3,Kildare,Non-Hazardous,Agricultural Waste,17899.0
2004_Q3,Kildare,Non-Hazardous,Construction and Demolition Waste,11473.47
2004_Q3,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,18765.0
2004_Q3,Kildare,Non-Hazardous,Municipal Solid Waste,19291.64
2004_Q3,Kildare,Non-Hazardous,Organic Waste,11829.0
2004_Q3,Kilkenny,Hazardous,Chemical Waste,15197.0
2004_Q3,Kilkenny,Hazardous,Electronic Waste,16690.0
2004_Q3,Kilkenny,Hazardous,Industrial Hazardous Waste,19952.29
2004_Q3,Kilkenny,Hazardous,Medical Waste,15458.24
2004_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,15256.8
2004_Q3,Kilkenny,Non-Hazardous,Construction and Demolition Waste,22515.77
2004_Q3,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,6302.15
2004_Q3,Kilkenny,Non-Hazardous,Municipal Solid Waste,16904.0
2004_Q3,Kilkenny,Non-Hazardous,Organic Waste,
2004_Q3,Laois,Hazardous,Chemical Waste,12785.74
2004_Q3,Laois,Hazardous,Electronic Waste,8162.71
2004_Q3,Laois,Hazardous,Industrial Hazardous Waste,18028.0
2004_Q3,Laois,Hazardous,Medical Waste,13155.63
2004_Q3,Laois,Non-Hazardous,Agricultural Waste,16841.9
2004_Q3,Laois,Non-Hazardous,Construction and Demolition Waste,20053.0
2004_Q3,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,22050.13
2004_Q3,Laois,Non-Hazardous,Municipal Solid Waste,14418.56
2004_Q3,Laois,,Organic Waste,17700.68
2004_Q3,Limerick,Hazardous,Chemical Waste,25855.92
,Limerick,Hazardous,Electronic Waste,20994.06
2004_Q1,Limerick,Hazardous,Industrial Hazardous Waste,15252.86
2004_Q1,Limerick,Hazardous,Medical Waste,11919.21
2004_Q1,Nan,Non-Hazardous,Agricultural Waste,6848.0
2004_Q3,Limerick,Non-Hazardous,Construction and Demolition Waste,17293.48
2004_Q3,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,16027.89
2004_Q3,Limerick,Non-Hazardous,Municipal Solid Waste,15094.19
2004_Q1,Limerick,Non-Hazardous,Organic Waste,13391.37
2004_Q3,Louth,,Chemical Waste,13851.35
2004_Q3,Louth,Hazardous,Electronic Waste,9192.8
2004_Q3,Louth,Hazardous,Industrial Hazardous Waste,12221.0
2004_Q3,Louth,Hazardous,Medical Waste,16190.78
2004_Q1,Louth,Non-Hazardous,Agricultural Waste,16528.0
2004_Q3,Louth,Non-Hazardous,Construction and Demolition Waste,11261.13
,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,15096.88
2004_Q3,Louth,Non-Hazardous,Municipal Solid Waste,24643.08
2004_Q1,Louth,Non-Hazardous,Organic Waste,15247.66
2004_Q3,Mayo,Hazardous,Chemical Waste,10917.0
2004_Q1,Mayo,Hazardous,Electronic Waste,21563.12
2004_Q3,Mayo,,Industrial Hazardous Waste,8223.03
2004_Q3,Mayo,Hazardous,Medical Waste,21797.0
2004_Q3,Mayo,Non-Hazardous,Agricultural Waste,
2004_Q3,Mayo,,Construction and Demolition Waste,
2004_Q3,Mayo,Non-Hazardous,N A N,14920.69
2004_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,11279.0
2004_Q3,Mayo,Non-Hazardous,Organic Waste,
2004_Q1,Meath,Hazardous,Chemical Waste,13854.1
2004_Q3,Meath,,Electronic Waste,6982.04
,Meath,Hazardous,Industrial Hazardous Waste,25384.27
2004_Q3,Meath,Hazardous,Medical Waste,15360.66
2004_Q3,Meath,Non-Hazardous,Agricultural Waste,15863.0
2004_Q3,Meath,Non-Hazardous,Construction and Demolition Waste,
2004_Q3,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,11974.59
2004_Q1,Meath,Non-Hazardous,Municipal Solid Waste,12535.26
2004_Q3,Meath,Non-Hazardous,Organic Waste,26604.69
2004_Q3,Monaghan,Hazardous,Chemical Waste,18870.94
2004_Q1,Monaghan,Hazardous,Electronic Waste,16738.1
2004_Q1,Monaghan,Hazardous,Industrial Hazardous Waste,
2004_Q3,Monaghan,Hazardous,Medical Waste,23180.33
2004_Q1,Monaghan,Non-Hazardous,Agricultural Waste,10651.99
2004_Q1,Monaghan,Non-Hazardous,Construction and Demolition Waste,18604.89
2004_Q3,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,13029.59
2004_Q3,Monaghan,Non-Hazardous,Municipal Solid Waste,
2004_Q3,Monaghan,Non-Hazardous,Organic Waste,12113.0
2004_Q1,Offaly,Hazardous,Chemical Waste,19337.0
2004_Q3,Offaly,Hazardous,Electronic Waste,18624.0
2004_Q3,Offaly,,Industrial Hazardous Waste,20357.0
2004_Q3,Offaly,Hazardous,Medical Waste,14265.17
2004_Q4,Offaly,Non-Hazardous,Agricultural Waste,8048.08
2004_Q3,Offaly,Non-Hazardous,Construction and Demolition Waste,18455.6
2004_Q3,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,20223.91
2004_Q3,Nan,Non-Hazardous,Municipal Solid Waste,24101.86
2004_Q3,Offaly,Non-Hazardous,Organic Waste,23479.0
2004_Q3,Roscommon,Hazardous,Chemical Waste,21321.36
2004_Q3,Roscommon,Hazardous,N A N,10682.97
2004_Q2,Roscommon,Hazardous,,
2004_Q3,Roscommon,Hazardous,Medical Waste,15398.44
2004_Q3,Roscommon,Non-Hazardous,Agricultural Waste,19751.91
2004_Q3,Roscommon,Non-Hazardous,Construction and Demolition Waste,16464.4
2004_Q3,Roscommon,Non-Hazardous,N A N,13856.82
2004_Q1,Nan,Non-Hazardous,Municipal Solid Waste,15574.15
2004_Q3,Roscommon,Non-Hazardous,Organic Waste,19976.79
2004_Q3,Sligo,Hazardous,Chemical Waste,14445.39
2004_Q1,Sligo,Hazardous,Electronic Waste,17012.64
2004_Q3,Sligo,Hazardous,Industrial Hazardous Waste,12584.0
,Sligo,Hazardous,Medical Waste,16450.88
2004_Q3,Sligo,Non-Hazardous,Agricultural Waste,9298.0
2004_Q3,Sligo,,Construction and Demolition Waste,14802.0
2004_Q3,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,20334.29
2004_Q3,Sligo,Non-Hazardous,Municipal Solid Waste,21051.44
2004_Q3,Sligo,,Organic Waste,21109.0
2004_Q4,Tipperary,Hazardous,Chemical Waste,12740.67
2004_Q3,Tipperary,Hazardous,Electronic Waste,6684.82
2004_Q3,Tipperary,Hazardous,Industrial Hazardous Waste,14785.17
2004_Q3,Tipperary,Hazardous,Medical Waste,16926.53
2004_Q3,Tipperary,Non-Hazardous,Agricultural Waste,3707.0
,Tipperary,Non-Hazardous,Construction and Demolition Waste,14036.0
2004_Q1,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,12514.82
2004_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,4472.93
2004_Q1,Tipperary,Non-Hazardous,Organic Waste,10878.43
2004_Q3,Waterford,Hazardous,Chemical Waste,16980.0
2004_Q3,Waterford,Hazardous,N A N,13777.55
2004_Q1,Waterford,Hazardous,Industrial Hazardous Waste,5847.0
2004_Q1,Waterford,Hazardous,Medical Waste,12509.82
2004_Q3,Waterford,Non-Hazardous,Agricultural Waste,6954.04
2004_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,21068.52
2004_Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,15986.0
2004_Q1,,Non-Hazardous,Municipal Solid Waste,20086.0
2004_Q3,Waterford,Non-Hazardous,Organic Waste,20848.74
2004_Q3,Westmeath,Hazardous,Chemical Waste,201345.1
2004_Q3,Westmeath,Hazardous,Electronic Waste,8841.72
2004_Q3,Westmeath,Hazardous,Industrial Hazardous Waste,18586.51
2004_Q1,Westmeath,Hazardous,Medical Waste,22847.21
2004_Q3,Westmeath,Non-Hazardous,Agricultural Waste,15547.71
2004_Q3,Westmeath,Non-Hazardous,Construction and Demolition Waste,17222.28
2004_Q3,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,17726.21
2004_Q3,Westmeath,Non-Hazardous,Municipal Solid Waste,20245.01
2004_Q3,Westmeath,Non-Hazardous,Organic Waste,
2004_Q3,Wexford,Hazardous,Chemical Waste,13608.0
2004_Q3,Wexford,Hazardous,Electronic Waste,13227.74
2004_Q3,Wexford,Hazardous,Industrial Hazardous Waste,17098.28
2004_Q3,Wexford,Hazardous,Medical Waste,8196.0
2004_Q3,Wexford,Non-Hazardous,Agricultural Waste,25849.0
2004_Q3,Wexford,Non-Hazardous,Construction and Demolition Waste,
2004_Q3,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,10839.95
2004_Q1,Wexford,,Municipal Solid Waste,22964.32
2004_Q3,Wexford,Non-Hazardous,Organic Waste,
2004_Q3,Wicklow,Hazardous,Chemical Waste,6987.0
2004_Q3,Wicklow,Hazardous,Electronic Waste,8279.6
2004_Q3,Wicklow,Hazardous,Industrial Hazardous Waste,
2004_Q3,Wicklow,Hazardous,Medical Waste,11655.0
2004_Q3,Wicklow,Non-Hazardous,Agricultural Waste,11258.67
2004_Q3,Wicklow,Non-Hazardous,Construction and Demolition Waste,23622.05
2004_Q1,Wicklow,,Industrial Non-Hazardous Waste,17003.0
2004_Q3,Wicklow,Non-Hazardous,Municipal Solid Waste,11527.22
2004_Q2,Wicklow,Non-Hazardous,,13120.31
2004_Q1,Antrim,Hazardous,Chemical Waste,
2004_Q1,Antrim,Hazardous,Electronic Waste,14763.98
2004_Q4,Antrim,Hazardous,Industrial Hazardous Waste,12658.69
2004_Q2,Antrim,Hazardous,Medical Waste,4738.69
2004_Q4,Antrim,Non-Hazardous,Agricultural Waste,19955.66
2004_Q1,Antrim,,,9931.0
2004_Q4,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,14092.05
2004_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,7400.64
2004_Q4,Antrim,Non-Hazardous,Organic Waste,21188.57
2004_Q4,Carlow,Hazardous,Chemical Waste,13369.05
2004_Q4,Carlow,Hazardous,Electronic Waste,20676.77
2004_Q1,Carlow,Hazardous,Industrial Hazardous Waste,16098.44
,Carlow,,Medical Waste,17261.12
2004_Q4,Carlow,Non-Hazardous,Agricultural Waste,10482.0
2004_Q4,Carlow,Non-Hazardous,Construction and Demolition Waste,11947.87
2004_Q4,Carlow,,,15908.08
2004_Q4,Carlow,Non-Hazardous,Municipal Solid Waste,20308.67
2004_Q1,Carlow,Non-Hazardous,Organic Waste,15102.12
2004_Q4,Cavan,Hazardous,Chemical Waste,15485.76
2004_Q4,Cavan,Hazardous,Electronic Waste,19064.0
2004_Q4,Cavan,Hazardous,Industrial Hazardous Waste,19750.9
2004_Q4,Cavan,Hazardous,Medical Waste,11353.0
2004_Q4,Cavan,Non-Hazardous,Agricultural Waste,175550.3
2004_Q4,Cavan,Non-Hazardous,Construction and Demolition Waste,8091.12
2004_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,9327.79
2004_Q4,Cavan,Non-Hazardous,Municipal Solid Waste,9761.04
2004_Q4,Cavan,Non-Hazardous,Organic Waste,17231.0
2004_Q4,Clare,Hazardous,Chemical Waste,15524.0
2004_Q4,Clare,Hazardous,,21316.32
2004_Q4,Clare,Hazardous,Industrial Hazardous Waste,10856.0
2004_Q4,Clare,Hazardous,Medical Waste,21231.79
2004_Q4,Clare,Non-Hazardous,Agricultural Waste,14266.13
2004_Q4,Clare,Non-Hazardous,Construction and Demolition Waste,11127.65
2004_Q4,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,10983.0
2004_Q1,Clare,Non-Hazardous,Municipal Solid Waste,7342.79
2004_Q4,Clare,Non-Hazardous,Organic Waste,8776.5
2004_Q4,Cork,Hazardous,Chemical Waste,18189.72
2004_Q4,Cork,Hazardous,Electronic Waste,25934.0
2004_Q4,Cork,Hazardous,Industrial Hazardous Waste,13501.12
2004_Q4,Cork,Hazardous,Medical Waste,16072.0
2004_Q4,Cork,Non-Hazardous,Agricultural Waste,16203.0
,Cork,Non-Hazardous,Construction and Demolition Waste,10138.02
2004_Q1,Cork,,Industrial Non-Hazardous Waste,11444.52
2004_Q4,Cork,Non-Hazardous,Municipal Solid Waste,17026.54
2004_Q1,Cork,Non-Hazardous,Organic Waste,14622.27
2004_Q4,Donegal,Hazardous,Chemical Waste,11481.78
2004_Q4,Donegal,Hazardous,Electronic Waste,10302.62
2004_Q2,,Hazardous,Industrial Hazardous Waste,9402.98
2004_Q4,Donegal,Hazardous,Medical Waste,26153.31
2004_Q4,Donegal,Non-Hazardous,Agricultural Waste,23129.43
2004_Q4,Donegal,Non-Hazardous,Construction and Demolition Waste,6456.9
2004_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,8087.0
2004_Q4,Donegal,Non-Hazardous,Municipal Solid Waste,18746.12
2004_Q4,Donegal,Non-Hazardous,Organic Waste,18266.0
2004_Q4,Down,Hazardous,Chemical Waste,14075.23
2004_Q1,Down,Hazardous,Electronic Waste,20080.45
,,Hazardous,Industrial Hazardous Waste,20042.0
2004_Q1,Down,Hazardous,Medical Waste,7609.61
2004_Q4,Down,Non-Hazardous,Agricultural Waste,7191.73
2004_Q4,Down,Non-Hazardous,Construction and Demolition Waste,17526.84
2004_Q1,Down,Non-Hazardous,Industrial Hazardous Waste,19035.22
2004_Q2,Down,Non-Hazardous,Municipal Solid Waste,13967.01
2004_Q4,Down,Non-Hazardous,Organic Waste,7528.93
2004_Q1,Dublin,Hazardous,,15653.0
2004_Q4,Dublin,Hazardous,Electronic Waste,16858.92
2004_Q4,Dublin,Hazardous,Industrial Hazardous Waste,12227.81
2004_Q1,Dublin,Hazardous,Medical Waste,6027.26
2004_Q4,Dublin,Non-Hazardous,Agricultural Waste,
2004_Q4,Dublin,Non-Hazardous,Construction and Demolition Waste,15611.0
2004_Q4,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,21365.94
2004_Q4,Dublin,Non-Hazardous,Municipal Solid Waste,14347.94
2004_Q3,Dublin,Non-Hazardous,Organic Waste,14076.95
2004_Q4,Galway,,Chemical Waste,16275.0
2004_Q4,Galway,Hazardous,Electronic Waste,16312.58
2004_Q4,Galway,Hazardous,Industrial Hazardous Waste,18336.61
2004_Q4,Galway,Hazardous,,13437.0
2004_Q4,Galway,Non-Hazardous,Agricultural Waste,13579.81
2004_Q4,Galway,Non-Hazardous,,8115.49
2004_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,16076.46
2004_Q1,Galway,Non-Hazardous,Municipal Solid Waste,12762.61
2004_Q1,Galway,Non-Hazardous,Organic Waste,13781.32
2004_Q1,Kerry,,Chemical Waste,19593.0
2004_Q4,Kerry,Hazardous,Electronic Waste,4739.0
2004_Q4,Kerry,Hazardous,Industrial Hazardous Waste,21394.32
2004_Q4,Kerry,Hazardous,Medical Waste,16786.0
2004_Q4,Kerry,Non-Hazardous,Agricultural Waste,5099.42
2004_Q4,Kerry,Non-Hazardous,Construction and Demolition Waste,20033.08
2004_Q4,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,16516.77
2004_Q4,Kerry,Non-Hazardous,Municipal Solid Waste,15424.0
2004_Q4,Kerry,Non-Hazardous,Organic Waste,10485.16
2004_Q4,Kildare,Hazardous,Chemical Waste,14648.98
2004_Q1,Kildare,Hazardous,Electronic Waste,10932.3
2004_Q4,Kildare,Hazardous,Industrial Hazardous Waste,19375.67
2004_Q4,Kildare,,Medical Waste,16250.47
2004_Q1,Kildare,Non-Hazardous,Agricultural Waste,5260.76
,Kildare,Non-Hazardous,Construction and Demolition Waste,
2004_Q1,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,9189.95
2004_Q4,Kildare,Non-Hazardous,Municipal Solid Waste,9188.02
2004_Q1,Nan,Non-Hazardous,Organic Waste,
2004_Q1,Kilkenny,Hazardous,Chemical Waste,13798.79
2004_Q4,Kilkenny,Hazardous,Electronic Waste,16507.18
2004_Q4,Kilkenny,Hazardous,Industrial Hazardous Waste,14777.47
2004_Q3,Kilkenny,Hazardous,Medical Waste,20070.14
2004_Q4,Kilkenny,Non-Hazardous,Agricultural Waste,14948.13
2004_Q4,Kilkenny,Non-Hazardous,Construction and Demolition Waste,12031.0
,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,12326.38
2004_Q4,Kilkenny,Non-Hazardous,Municipal Solid Waste,17150.45
,Kilkenny,Non-Hazardous,Organic Waste,14403.01
2004_Q1,,Hazardous,Chemical Waste,19231.84
,Laois,Hazardous,Electronic Waste,7095.0
2004_Q4,Laois,Hazardous,Industrial Hazardous Waste,17511.96
2004_Q4,Laois,Hazardous,Medical Waste,
2004_Q3,Laois,Non-Hazardous,Agricultural Waste,21928.86
2004_Q1,Laois,Non-Hazardous,Construction and Demolition Waste,18811.0
2004_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,12373.82
