Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
01 April 2004,Kilkenny,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,7492.66
"April 01, 2004",Kilkenny,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,16898.16
2004Q2,Kilkenny,Non-Hazardous,municipal solid waste,11157
2004Q2,county Kilkenny,Non-Hazardous,organic waste,"7,824.34"
,Laois County,Hazardous,CHEMICAL WASTE,15538.040000
2004Q2,Laois,Hazardous,   Electronic Waste (E-Waste)  ,21050.890000
"April 01, 2004",Laois,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,20459
2004Q2,Laois,Hazardous,Medical_Waste,"12,675.41"
2004Q2,Laois,Non-Hazardous,   Agricultural Waste  ,17246
2004Q2,Laois,Non-Hazardous,   Construction and Demolition Waste  ,16721.45
2004Q2,County Laois,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,"10,875.66"
2004Q2,Laois County,Non-Hazardous,Municipal_Solid_Waste,18844.930000
01-04-2004,Laois,Non-Hazardous,   Organic Waste  ,13486.660000
2004Q2,Limerick,Hazardous,chemical waste,8062.17
"April 01, 2004",Limerick,Hazardous,   nan  ,"4,356.00"
,Limerick,Hazardous,Industrial Hazardous Waste,19563.71
,,Hazardous,,10078.780000
01-04-2004,Limerick,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,8634
"April 01, 2004",Limerick,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,19138.400000
2004Q2,Limerick Co.,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"122,544.40"
01/04/2004,Limerick,Non-Hazardous,Municipal Solid Waste,"20,279.09"
2004Q2,co. Limerick,Non-Hazardous,Organic_Waste,"24,616.78"
2004Q2,Louth,Hazardous,CHEMICAL WASTE,"5,356.37"
Q3 2004,Louth,Hazardous,   Electronic Waste (E-Waste)  ,6299.260000
2004Q2,Louth,,Industrial Hazardous Waste,"16,871.18"
2004Q2,Louth,Hazardous,Medical Waste,9975
01 April 2004,Louth County,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,11947.600000
01/04/2004,Louth Co.,Non-Hazardous,Construction Waste Demolition and,169266.0
2004Q2,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,17354.670000
"April 01, 2004",Louth,Non-Hazardous,Municipal Solid Waste,7174.460000
01 April 2004,Louth,Non-Hazardous,Organic Waste,13372.400000
Q3 2004,Mayo,Hazardous,   Chemical Waste  ,18271.900000
,Mayo,Hazardous,   Electronic Waste (E-Waste)  ,12426.92
01/04/2004,Mayo,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"20,245.38"
01 April 2004,Mayo,Hazardous,medical waste,20439.29
2004-04-01,Mayo,Non-Hazardous,AGRICULTURAL WASTE,17322
01/04/2004,,Non-Hazardous,Construction_and_Demolition_Waste,"9,627.22"
2004Q2,Mayo,Non-Hazardous,Industrial Waste Non-Hazardous,10531.120000
01/04/2004,Mayo,Non-Hazardous,   Municipal Solid Waste  ,16836.780000
01-04-2004,Mayo,Non-Hazardous,   Organic Waste  ,7241.17
2004-04-01,Meath,Hazardous,Chemical_Waste,16507
"April 01, 2004",Meath,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"17,853.76"
01/04/2004,Meath,Hazardous,Hazardous Industrial Waste,13924.279999999999
2004 Q2,,Hazardous,Medical Waste,"7,685.20"
2004Q2,Meath,Non-Hazardous,Agricultural Waste,18743.530000
2004 Q4,,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,"15,544.71"
"April 01, 2004",Meath,Non-Hazardous,industrial non-hazardous waste,
01 April 2004,county Meath,Non-Hazardous,Municipal Waste Solid,16785.33
2004 Q3,Meath,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,24543.460000
2004Q2,Monaghan,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,19641.900000
"April 01, 2004",Monaghan,Hazardous,Electronic Waste (E-Waste),"10,040.96"
01 April 2004,Monaghan,Hazardous,Industrial_Hazardous_Waste,"16,526.30"
01 April 2004,co. Monaghan,Hazardous,   Medical Waste  ,13264.280000
01/04/2004,,Non-Hazardous,Agricultural_Waste,8324
01 April 2004,Monaghan,Non-Hazardous,and Waste Construction Demolition,"13,007.04"
01-04-2004,Monaghan,Non-Hazardous,industrial non-hazardous waste,"17,015.73"
01/04/2004,Monaghan,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,10385.039999999999
01 April 2004,Monaghan,Non-Hazardous,organic waste,8365
2004Q2,nan County,Hazardous,Chemical Waste,14223.150000
01/04/2004,Offaly,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),14284.970000000001
2004Q2,Offaly,Hazardous,Hazardous Industrial Waste,16587.66
2004Q2,co. Offaly,Hazardous,Medical Waste,12506.280000
01/04/2004,Offaly co.,Non-Hazardous,AGRICULTURAL WASTE,11150
"April 01, 2004",Offaly,Non-Hazardous,   nan  ,13954.560000
2004-04-01,Offaly,Non-Hazardous,Industrial_Non-Hazardous_Waste,25372
"April 01, 2004",Offaly,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,23762.540000
"April 01, 2004",,Non-Hazardous,Organic Waste,20892
01-04-2004,,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,15773
01 April 2004,Roscommon,Hazardous,Electronic Waste (E-Waste),"9,775.59"
01-04-2004,co. Roscommon,Hazardous,INDUSTRIAL HAZARDOUS WASTE,12777.440000
2004Q2,Roscommon,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,24142.350000
,Roscommon,Non-Hazardous,AGRICULTURAL WASTE,17702.710000
"April 01, 2004",Roscommon,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,18713
2004Q2,Roscommon,,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,17136.890000
Q4 2004,Roscommon,Non-Hazardous,n.a.n.,16106.32
01-04-2004,Roscommon,Non-Hazardous,   Organic Waste  ,11447.350000
01 April 2004,Sligo County,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,18489.46
"April 01, 2004",Sligo,Hazardous,Electronic Waste (E-Waste),9914
01-04-2004,Sligo,Hazardous,Industrial Hazardous Waste,9589
01 April 2004,County Sligo,Hazardous,medical waste,"13,538.12"
01 April 2004,Sligo,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,9948.65
01-04-2004,Sligo,Non-Hazardous,Construction_and_Demolition_Waste,12607
2004Q2,co. Sligo,Non-Hazardous,Non-Hazardous Industrial Waste,8724
2004 Q1,Sligo,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,17028
2004Q2,Sligo,Non-Hazardous,ORGANIC WASTE,21069
2004Q2,Tipperary,Hazardous,Chemical Waste,6878.1
2004 Q4,co. Tipperary,,Electronic Waste (E-Waste),25817.550000000003
2004Q2,Tipperary,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"19,200.91"
2004Q2,Tipperary,Hazardous,Medical Waste,10738
2004Q2,Tipperary County,Non-Hazardous,AGRICULTURAL WASTE,"10,700.68"
01-04-2004,Tipperary,Non-Hazardous,Construction_and_Demolition_Waste,"14,896.89"
01 April 2004,Tipperary,Non-Hazardous,   Industrial Non-Hazardous Waste  ,6301
2004Q2,Co. Tipperary,Non-Hazardous,   Municipal Solid Waste  ,14823.67
,county Tipperary,Non-Hazardous,Organic_Waste,11993.220000
2004-04-01,Waterford,,C.h.e.m.i.c.a.l. W.a.s.t.e.,"15,051.65"
2004Q2,Co. Waterford,Hazardous,electronic waste (e-waste),12196
"April 01, 2004",Waterford,Hazardous,Industrial_Hazardous_Waste,
2004 Q2,Waterford,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,9312
01 April 2004,Waterford,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,7781
01-04-2004,Waterford,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"20,249.48"
Q2 2004,Waterford co.,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,"16,773.10"
Q2 2004,Waterford,Non-Hazardous,municipal solid waste,"1,701.83"
2004Q2,Waterford,Non-Hazardous,Organic_Waste,14984.44
2004-04-01,Westmeath,Hazardous,   Chemical Waste  ,20243.000000
2004Q2,Westmeath,Hazardous,ELECTRONIC WASTE (E-WASTE),12449
01-04-2004,Westmeath county,Hazardous,Industrial_Hazardous_Waste,17515
2004 Q2,Westmeath,Hazardous,MEDICAL WASTE,"16,999.01"
2004Q2,Westmeath,Non-Hazardous,Agricultural Waste,18396.330000
2004Q2,County Westmeath,Non-Hazardous,Construction and Waste Demolition,11109
01/04/2004,Westmeath,Non-Hazardous,Industrial_Non-Hazardous_Waste,11708
2004Q2,Westmeath,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,18317
01-04-2004,Westmeath County,Non-Hazardous,organic waste,"12,598.30"
Q3 2004,Wexford,Hazardous,Chemical Waste,15822
2004Q2,Wexford,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"14,471.28"
01 April 2004,Wexford,Hazardous,industrial hazardous waste,11225
2004-04-01,,Hazardous,Medical_Waste,"13,497.22"
2004Q2,Wexford,Non-Hazardous,agricultural waste,16747.14
2004Q2,,Non-Hazardous,Construction_and_Demolition_Waste,"5,798.09"
2004-04-01,Co. Wexford,Non-Hazardous,industrial non-hazardous waste,7062.129999999999
2004Q2,Wexford,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,
2004-04-01,Wexford,Non-Hazardous,Organic Waste,5652.330000
2004Q2,County Wicklow,Hazardous,NAN,11278.430000
Q3 2004,Wicklow co.,Hazardous,electronic waste (e-waste),28074.19
2004Q2,Wicklow,Hazardous,Industrial_Hazardous_Waste,6151.49
01-04-2004,Wicklow,Hazardous,MEDICAL WASTE,16107.919999999998
2004-04-01,County Wicklow,Non-Hazardous,Agricultural_Waste,"9,721.88"
2004Q2,Wicklow,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,22693
01-04-2004,Wicklow,Non-Hazardous,   Industrial Non-Hazardous Waste  ,22654
2004Q2,Wicklow County,Non-Hazardous,Waste Municipal Solid,18494.090000
,co. Wicklow,Non-Hazardous,Organic Waste,
2004Q3,Antrim,Hazardous,C h e m i c a l  W a s t e ,9851.010000
"July 01, 2004",Antrim,Hazardous,Electronic Waste (E-Waste),20064
2004Q3,Antrim,Hazardous,Industrial_Hazardous_Waste,15222.930000
2004Q3,Antrim,Hazardous,Medical_Waste,13246
,Antrim,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,15596.970000000001
2004-07-01,Antrim,Non-Hazardous,Construction_and_Demolition_Waste,"14,530.37"
2004Q3,,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,26393.590000
01/07/2004,Antrim,Non-Hazardous,municipal solid waste,
"July 01, 2004",Antrim,Non-Hazardous,   Organic Waste  ,16510.04
2004Q3,Co. Carlow,Hazardous,   Chemical Waste  ,24564.24
01/07/2004,Carlow Co.,Hazardous,Electronic (E-Waste) Waste,18595.83
Q1 2004,Carlow,Hazardous,INDUSTRIAL HAZARDOUS WASTE,20378.02
2004Q3,Co. Carlow,Hazardous,Medical Waste,"18,452.18"
2004Q3,Carlow,Non-Hazardous,AGRICULTURAL WASTE,21536.14
01-07-2004,Carlow,Non-Hazardous,and Waste Construction Demolition,17078.26
01/07/2004,co. Carlow,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,13267
2004-07-01,County Carlow,,   Municipal Solid Waste  ,15954
01 July 2004,Carlow,Non-Hazardous,   Organic Waste  ,11705.780000
Q4 2004,Cavan,,Chemical Waste,12463
01 July 2004,Cavan,Hazardous,ELECTRONIC WASTE (E-WASTE),19127.510000
2004Q3,Cavan,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"18,688.50"
2004Q3,,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,17691.7
2004Q3,Cavan,Non-Hazardous,agricultural waste,"21,868.96"
2004Q3,Cavan,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,15550.66
"July 01, 2004",Co. nan,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,16826.800000000003
2004Q3,Cavan,Non-Hazardous,municipal solid waste,15141.67
01/07/2004,County Cavan,,O r g a n i c  W a s t e ,"12,846.59"
2004-07-01,County Clare,Hazardous,Chemical Waste,15653
2004 Q4,Clare,Hazardous,ELECTRONIC WASTE (E-WASTE),3375
Q3 2004,Clare,Hazardous,   nan  ,14191.560000
2004-07-01,Clare,Hazardous,MEDICAL WASTE,17948.97
Q4 2004,Clare,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,11733.110000
2004Q3,Clare,Non-Hazardous,   Construction and Demolition Waste  ,
2004-07-01,Clare,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,12470
2004 Q4,Clare,Non-Hazardous,   Municipal Solid Waste  ,15903
2004-07-01,,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,7653.840000
"July 01, 2004",Cork County,Hazardous,chemical waste,8318.070000
2004-07-01,Cork,Hazardous,ELECTRONIC WASTE (E-WASTE),16047.099999999999
01/07/2004,,Hazardous,industrial hazardous waste,19182.489999999998
2004Q3,Cork,Hazardous,Medical Waste,13423.070000
Q2 2004,Cork county,Non-Hazardous,Agricultural Waste,18517
2004Q3,Cork,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"20,100.73"
2004-07-01,Co. Cork,Non-Hazardous,n.a.n.,"17,614.46"
,Cork Co.,Non-Hazardous,Municipal_Solid_Waste,"3,702.45"
01 July 2004,Cork,Non-Hazardous,ORGANIC WASTE,16751
2004 Q4,Donegal,Hazardous,   Chemical Waste  ,"13,399.56"
2004Q3,Donegal co.,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),15538
,County Donegal,Hazardous,n.a.n.,8940.89
"July 01, 2004",Donegal,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,9881
01 July 2004,Donegal co.,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,"3,526.77"
2004Q3,Donegal,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"17,336.34"
2004Q3,Donegal County,Non-Hazardous,Non-Hazardous Industrial Waste,16693
2004Q3,,Non-Hazardous,MUNICIPAL SOLID WASTE,"20,483.42"
2004Q3,Donegal,Non-Hazardous,Organic Waste,"17,587.21"
"July 01, 2004",Down,Hazardous,   Chemical Waste  ,10296.93
"July 01, 2004",Down,Hazardous,   Electronic Waste (E-Waste)  ,
2004Q3,Down,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,18047
01-07-2004,nan county,Hazardous,Medical_Waste,8616
01 July 2004,Down County,Non-Hazardous,Waste Agricultural,17358
2004-07-01,Down,Non-Hazardous,   Construction and Demolition Waste  ,13091.710000
2004-07-01,Down co.,Non-Hazardous,Waste Industrial Non-Hazardous,"16,527.10"
2004-07-01,Down,Non-Hazardous,MUNICIPAL SOLID WASTE,14359.01
2004-07-01,Down,Non-Hazardous,ORGANIC WASTE,18995.420000
2004Q3,Dublin,Hazardous,CHEMICAL WASTE,21560
01 July 2004,county Dublin,Hazardous,(E-Waste) Electronic Waste,12807
2004Q3,Dublin,Hazardous,Hazardous Waste Industrial,"16,093.50"
01/07/2004,Dublin co.,Hazardous,   Medical Waste  ,"8,875.99"
01 July 2004,Dublin,Non-Hazardous,Waste Agricultural,"15,897.75"
2004Q3,Dublin,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,24191.58
2004Q3,County Dublin,Non-Hazardous,Industrial_Non-Hazardous_Waste,15877
01-07-2004,County Dublin,Non-Hazardous,MUNICIPAL SOLID WASTE,19437.27
01-07-2004,Dublin,Non-Hazardous,Organic Waste,"8,493.38"
01 July 2004,Galway,Hazardous,chemical waste,17054.09
01 July 2004,Galway,Hazardous,Electronic Waste (E-Waste),13646.580000
01 July 2004,Co. Galway,,INDUSTRIAL HAZARDOUS WASTE,"15,324.31"
2004-07-01,Galway,Hazardous,Medical Waste,7103.440000
2004-07-01,Co. Galway,Non-Hazardous,Agricultural Waste,
2004Q3,Galway,Non-Hazardous,Construction_and_Demolition_Waste,"19,420.47"
2004Q3,Galway,Non-Hazardous,Industrial_Non-Hazardous_Waste,16554.590000
01 July 2004,Galway County,Non-Hazardous,Municipal Solid Waste,15219.110000
2004Q3,Galway,Non-Hazardous,Waste Organic,17962
2004Q3,Kerry,Hazardous,n.a.n.,16557.480000
2004Q3,Kerry,Hazardous,Electronic_Waste_(E-Waste),"11,407.58"
,Kerry,Hazardous,INDUSTRIAL HAZARDOUS WASTE,19729.58
2004Q3,Kerry,Hazardous,Medical_Waste,19748
01-07-2004,Kerry,Non-Hazardous,agricultural waste,12250.630000000001
01/07/2004,Kerry,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"14,466.04"
01 July 2004,County Kerry,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"15,837.39"
01 July 2004,Kerry,Non-Hazardous,,"19,559.32"
2004Q3,Kerry,Non-Hazardous,O r g a n i c  W a s t e ,6514.090000
2004Q3,Kildare,Hazardous,CHEMICAL WASTE,"6,694.55"
2004 Q2,Kildare,Hazardous,Electronic_Waste_(E-Waste),
2004Q3,Kildare County,Hazardous,   Industrial Hazardous Waste  ,17329
2004 Q3,Kildare,Hazardous,Medical Waste,15362.76
01 July 2004,co. Kildare,Non-Hazardous,   Agricultural Waste  ,17899
2004-07-01,Kildare,Non-Hazardous,construction and demolition waste,11473.47
2004Q3,Kildare county,Non-Hazardous,   Industrial Non-Hazardous Waste  ,18765
2004Q3,Kildare,Non-Hazardous,Municipal_Solid_Waste,19291.64
2004-07-01,Kildare County,Non-Hazardous,organic waste,11829
"July 01, 2004",Kilkenny,Hazardous,Chemical_Waste,15197
01 July 2004,Kilkenny,Hazardous,Electronic Waste (E-Waste),16690
2004Q3,county Kilkenny,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,19952.290000
2004Q3,Kilkenny,Hazardous,Medical Waste,"15,458.24"
01/07/2004,Kilkenny,Non-Hazardous,Agricultural Waste,15256.800000
2004Q3,Kilkenny,Non-Hazardous,construction and demolition waste,"22,515.77"
2004Q3,Co. Kilkenny,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,6302.15
2004-07-01,co. Kilkenny,Non-Hazardous,Municipal Solid Waste,16904.0
2004Q3,Kilkenny,Non-Hazardous,Organic Waste,
2004Q3,Co. Laois,Hazardous,CHEMICAL WASTE,12785.74
2004Q3,Laois,Hazardous,   Electronic Waste (E-Waste)  ,"8,162.71"
"July 01, 2004",Laois,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,18028
2004Q3,county Laois,Hazardous,Medical Waste,13155.630000
2004Q3,Laois,Non-Hazardous,Agricultural Waste,16841.900000
"July 01, 2004",county Laois,Non-Hazardous,and Construction Demolition Waste,20053
2004Q3,County Laois,Non-Hazardous,   Industrial Non-Hazardous Waste  ,"22,050.13"
01 July 2004,Laois,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"14,418.56"
2004Q3,Laois,,ORGANIC WASTE,"17,700.68"
01 July 2004,Limerick,Hazardous,   Chemical Waste  ,25855.920000
,Limerick,Hazardous,   Electronic Waste (E-Waste)  ,20994.059999999998
01-07-2004,Limerick,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"15,252.86"
01-07-2004,Co. Limerick,Hazardous,   Medical Waste  ,11919.21
01/07/2004,co. nan,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,6848
01 July 2004,Limerick County,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,17293.48
2004Q3,Limerick county,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,16027.890000
2004-07-01,Limerick co.,Non-Hazardous,Municipal Solid Waste,"15,094.19"
01-07-2004,Limerick,Non-Hazardous,organic waste,"13,391.37"
2004Q3,county Louth,,C.h.e.m.i.c.a.l. W.a.s.t.e.,13851.35
2004Q3,Louth Co.,Hazardous,electronic waste (e-waste),"9,192.80"
2004Q3,Louth,Hazardous,industrial hazardous waste,12221
2004Q3,Louth,Hazardous,Medical Waste,16190.78
01/07/2004,Louth,Non-Hazardous,   Agricultural Waste  ,16528
"July 01, 2004",Louth Co.,Non-Hazardous,construction and demolition waste,11261.130000000001
,Louth,Non-Hazardous,Industrial_Non-Hazardous_Waste,15096.880000000001
2004Q3,Louth,Non-Hazardous,Waste Municipal Solid,"24,643.08"
01-07-2004,Louth,Non-Hazardous,ORGANIC WASTE,15247.660000
"July 01, 2004",Mayo,Hazardous,chemical waste,10917.0
2004 Q1,Mayo Co.,Hazardous,ELECTRONIC WASTE (E-WASTE),21563.120000
"July 01, 2004",Mayo,,INDUSTRIAL HAZARDOUS WASTE,"8,223.03"
"July 01, 2004",Mayo,Hazardous,Medical Waste,21797
2004Q3,Mayo,Non-Hazardous,Agricultural_Waste,
2004-07-01,Mayo,,CONSTRUCTION AND DEMOLITION WASTE,
01 July 2004,Mayo,Non-Hazardous,n a n ,14920.69
2004 Q1,Mayo,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,11279
2004Q3,Mayo,Non-Hazardous,organic waste,
01-07-2004,Meath Co.,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,13854.100000
2004 Q3,Meath,,electronic waste (e-waste),6982.040000
,County Meath,Hazardous,Industrial_Hazardous_Waste,25384.27
01 July 2004,County Meath,Hazardous,M e d i c a l  W a s t e ,"15,360.66"
2004Q3,Meath,Non-Hazardous,AGRICULTURAL WASTE,15863
"July 01, 2004",Meath,Non-Hazardous,and Construction Demolition Waste,
"July 01, 2004",Meath,Non-Hazardous,   Industrial Non-Hazardous Waste  ,11974.59
01/07/2004,county Meath,Non-Hazardous,Municipal_Solid_Waste,12535.26
2004Q3,Meath,Non-Hazardous,   Organic Waste  ,26604.69
2004Q3,Monaghan,Hazardous,Chemical Waste,"18,870.94"
01-07-2004,Monaghan,Hazardous,Electronic_Waste_(E-Waste),"16,738.10"
01/07/2004,Monaghan,Hazardous,Industrial_Hazardous_Waste,
01 July 2004,Monaghan,Hazardous,Medical Waste,23180.33
01/07/2004,Monaghan,Non-Hazardous,agricultural waste,"10,651.99"
01-07-2004,Monaghan Co.,Non-Hazardous,   Construction and Demolition Waste  ,18604.89
"July 01, 2004",co. Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,"13,029.59"
2004Q3,Monaghan,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,
Q3 2004,Monaghan co.,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,12113
01/07/2004,Offaly,Hazardous,Waste Chemical,19337
"July 01, 2004",Co. Offaly,Hazardous,ELECTRONIC WASTE (E-WASTE),18624
2004-07-01,Offaly county,,I n d u s t r i a l  H a z a r d o u s  W a s t e ,20357
Q3 2004,Offaly Co.,Hazardous,Medical_Waste,"14,265.17"
Q4 2004,Offaly,Non-Hazardous,Waste Agricultural,"8,048.08"
2004Q3,Offaly,Non-Hazardous,Construction and Demolition Waste,"18,455.60"
2004Q3,Co. Offaly,Non-Hazardous,Industrial_Non-Hazardous_Waste,20223.91
2004-07-01,nan County,Non-Hazardous,Municipal_Solid_Waste,24101.86
01 July 2004,Offaly,Non-Hazardous,Waste Organic,23479
Q3 2004,Roscommon,Hazardous,   Chemical Waste  ,"21,321.36"
2004-07-01,Roscommon,Hazardous,n a n ,10682.970000
2004 Q2,Roscommon Co.,Hazardous,   nan  ,
2004Q3,Roscommon,Hazardous,Medical Waste,"15,398.44"
"July 01, 2004",Roscommon,Non-Hazardous,Agricultural_Waste,"19,751.91"
2004Q3,Roscommon,Non-Hazardous,Construction and Demolition Waste,16464.400000
2004Q3,Co. Roscommon,Non-Hazardous,n a n ,13856.820000
01-07-2004,co. nan,Non-Hazardous,   Municipal Solid Waste  ,15574.15
2004Q3,co. Roscommon,Non-Hazardous,O r g a n i c  W a s t e ,19976.79
2004Q3,Sligo,Hazardous,   Chemical Waste  ,14445.39
01-07-2004,Sligo,Hazardous,electronic waste (e-waste),17012.64
2004-07-01,Sligo,Hazardous,Industrial Hazardous Waste,12584
,Co. Sligo,Hazardous,M e d i c a l  W a s t e ,"16,450.88"
2004Q3,Sligo,Non-Hazardous,agricultural waste,9298
2004-07-01,co. Sligo,,Construction_and_Demolition_Waste,14802
"July 01, 2004",co. Sligo,Non-Hazardous,   Industrial Non-Hazardous Waste  ,20334.290000
2004Q3,Sligo Co.,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,21051.440000
2004Q3,Sligo co.,,Organic_Waste,21109
Q4 2004,Tipperary,Hazardous,   Chemical Waste  ,"12,740.67"
2004 Q3,Tipperary,Hazardous,ELECTRONIC WASTE (E-WASTE),6684.82
"July 01, 2004",Tipperary,Hazardous,industrial hazardous waste,"14,785.17"
2004Q3,Tipperary,Hazardous,M e d i c a l  W a s t e ,"16,926.53"
"July 01, 2004",Tipperary,Non-Hazardous,AGRICULTURAL WASTE,3707
,Tipperary,Non-Hazardous,Construction and Demolition Waste,14036
01-07-2004,Tipperary County,Non-Hazardous,Industrial Non-Hazardous Waste,12514.82
01-07-2004,Tipperary,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,4472.930000
01-07-2004,Tipperary,Non-Hazardous,   Organic Waste  ,"10,878.43"
2004Q3,Waterford,Hazardous,chemical waste,16980
2004-07-01,Waterford,Hazardous,n a n ,13777.550000
01-07-2004,Waterford,Hazardous,Industrial_Hazardous_Waste,5847
01/07/2004,Waterford Co.,Hazardous,   Medical Waste  ,12509.820000
2004-07-01,Waterford,Non-Hazardous,Agricultural Waste,"6,954.04"
01-07-2004,Waterford,Non-Hazardous,Construction and Demolition Waste,21068.520000
2004 Q1,Waterford county,Non-Hazardous,Industrial_Non-Hazardous_Waste,15986
01-07-2004,,Non-Hazardous,   Municipal Solid Waste  ,20086
