Quarter,County,Waste Type,Waste Category,Treatment Method,Waste Amount (tonnes),Price of Treatment (€ per tonne)
2004_Q1,Louth,Hazardous,Chemical Waste,Disposal - Other,3991.4,56.65
2004_Q1,Louth,Hazardous,Electronic Waste,Recovery - Recycling,11501.51,64.81
2004_Q1,Louth,Hazardous,Electronic Waste,Disposal - Other,1277.0,270.68
2004_Q1,Louth,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10744.34,64.0
2004_Q1,Louth,Hazardous,Industrial Hazardous Waste,Disposal - Other,7162.89,64.41
2004_Q1,Louth,Hazardous,Medical Waste,Disposal - Incineration,6842.64,76.02
2004_Q1,Louth,Hazardous,Medical Waste,Disposal - Other,1710.66,64.97
2004_Q1,,Non-Hazardous,Agricultural Waste,Disposal - Landfill,1549.2,64.12
2004_Q1,Louth,Non-Hazardous,Agricultural Waste,Recovery - Composting,1549.2,58.64
2004_Q1,Louth,Non-Hazardous,Agricultural Waste,Disposal - Other,774.6,54.73
,Louth,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4895.0,37.0
2004_Q1,Louth,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11423.73,46.0
2004_Q2,Louth,Non-Hazardous,,Disposal - Landfill,3867.0,66.6
2004_Q1,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,3867.26,72.38
2004_Q1,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,1933.63,50.0
2004_Q1,Louth,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5291.57,63.74
2004_Q1,,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3174.94,67.8
2004_Q2,,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2116.63,53.89
2004_Q1,Louth,Non-Hazardous,Organic Waste,Recovery - Composting,14001.01,51.0
2004_Q1,Louth,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6000.44,75.0
2004_Q1,Mayo,Hazardous,Chemical Waste,Disposal - Incineration,4021.94,68.88
2004_Q1,Mayo,Hazardous,Chemical Waste,Disposal - Other,1723.69,77.34
2004_Q1,Mayo,Hazardous,,Recovery - Recycling,11939.78,79.21
2004_Q1,Mayo,Hazardous,Electronic Waste,Disposal - Other,1326.0,55.29
2004_Q1,Mayo,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8373.87,284.82
2004_Q1,Mayo,Hazardous,Industrial Hazardous Waste,Disposal - Other,,76.11
2004_Q1,,Hazardous,Medical Waste,Disposal - Incineration,8312.25,69.59
2004_Q1,Mayo,Hazardous,Medical Waste,Disposal - Other,2352.86,320.4
2004_Q1,Mayo,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4880.6,58.72
2004_Q1,Mayo,Non-Hazardous,Agricultural Waste,Recovery - Composting,4880.6,33.08
2004_Q1,Mayo,Non-Hazardous,Agricultural Waste,Disposal - Other,2440.3,57.02
2004_Q1,Mayo,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5527.59,39.31
,Mayo,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12897.71,58.0
,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6266.6,71.06
2004_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6266.6,53.76
2004_Q1,Mayo,Non-Hazardous,,Recovery - Energy Recovery,3133.3,55.73
2004_Q1,,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7852.9,62.0
2004_Q4,Mayo,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4711.74,50.0
2004_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3141.0,79.01
2004_Q1,Mayo,Non-Hazardous,Organic Waste,,11055.91,57.46
2004_Q1,Mayo,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4738.24,55.0
2004_Q1,Meath,Hazardous,Chemical Waste,Disposal - Incineration,8134.48,292.29
,Meath,Hazardous,Chemical Waste,Disposal - Other,3486.21,279.11
2004_Q1,Meath,Hazardous,Electronic Waste,Recovery - Recycling,13516.0,67.37
2004_Q1,Meath,Hazardous,Electronic Waste,Disposal - Other,,50.48
2004_Q1,Meath,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,5900.08,78.0
2004_Q1,Meath,Hazardous,Industrial Hazardous Waste,Disposal - Other,3933.0,393.94
2004_Q1,Meath,Hazardous,Medical Waste,Disposal - Incineration,13787.5,585.57
2004_Q1,Meath,Hazardous,Medical Waste,Disposal - Other,3446.88,52.0
2004_Q1,Meath,Non-Hazardous,Agricultural Waste,Disposal - Landfill,3874.72,64.06
2004_Q1,Meath,,Agricultural Waste,Recovery - Composting,3874.72,54.04
2004_Q1,Meath,Non-Hazardous,Agricultural Waste,Disposal - Other,1937.36,45.0
2004_Q1,Meath,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5763.51,57.9
2004_Q1,Meath,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13448.0,64.0
2004_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6861.0,69.19
,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6861.0,55.93
2004_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3430.5,75.12
2004_Q1,Meath,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,6886.78,76.93
2004_Q1,Meath,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4132.07,67.57
2004_Q1,Meath,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2754.0,75.53
2004_Q1,Meath,Non-Hazardous,Organic Waste,Recovery - Composting,13661.0,66.0
2004_Q1,Meath,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5854.92,48.53
2004_Q1,Monaghan,,Chemical Waste,Disposal - Incineration,7297.88,61.26
2004_Q1,,Hazardous,Chemical Waste,Disposal - Other,,330.18
2004_Q1,Monaghan,Hazardous,Electronic Waste,Recovery - Recycling,11658.47,70.8
2004_Q1,Monaghan,Hazardous,,Disposal - Other,1295.39,57.92
2004_Q1,Monaghan,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11842.0,67.0
2004_Q1,Monaghan,Hazardous,Industrial Hazardous Waste,Disposal - Other,7894.72,69.13
2004_Q1,Monaghan,Hazardous,Medical Waste,Disposal - Incineration,16951.0,55.07
2004_Q1,Monaghan,Hazardous,Medical Waste,Disposal - Other,4237.78,50.0
2004_Q1,Monaghan,Non-Hazardous,Agricultural Waste,Disposal - Landfill,2394.5,44.0
2004_Q1,Monaghan,,Agricultural Waste,Recovery - Composting,2394.0,72.52
2004_Q1,Monaghan,Non-Hazardous,Agricultural Waste,Disposal - Other,1197.25,32.74
2004_Q1,Monaghan,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5177.04,56.62
2004_Q1,Monaghan,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12079.77,50.47
2004_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,7038.85,76.0
2004_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,7038.85,79.14
2004_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,,3519.43,45.29
2004_Q1,Monaghan,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9422.42,67.6
,,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5653.45,53.07
2004_Q1,Monaghan,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3768.97,67.73
2004_Q1,Monaghan,Non-Hazardous,Organic Waste,Recovery - Composting,6963.99,60.11
2004_Q1,Monaghan,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2984.57,53.11
2004_Q1,Offaly,Hazardous,Chemical Waste,Disposal - Incineration,,68.98
2004_Q1,Offaly,Hazardous,Chemical Waste,Disposal - Other,4707.0,79.66
2004_Q1,Offaly,Hazardous,Electronic Waste,Recovery - Recycling,,73.86
2004_Q1,Offaly,,Electronic Waste,Disposal - Other,1620.14,51.69
2004_Q1,Offaly,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,,411.29
2004_Q1,Offaly,Hazardous,Industrial Hazardous Waste,Disposal - Other,9298.22,77.97
2004_Q1,Offaly,Hazardous,Medical Waste,Disposal - Incineration,126781.2,75.26
2004_Q1,Offaly,Hazardous,Medical Waste,Disposal - Other,3169.53,75.19
2004_Q1,Offaly,Non-Hazardous,Agricultural Waste,Disposal - Landfill,8795.36,41.25
2004_Q1,Offaly,Non-Hazardous,Agricultural Waste,Recovery - Composting,8795.36,56.91
2004_Q1,Offaly,Non-Hazardous,Agricultural Waste,Disposal - Other,4397.0,73.73
2004_Q1,Offaly,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,2639.54,76.0
2004_Q1,Offaly,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,6158.94,59.51
2004_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,7562.46,65.06
2004_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,7562.46,71.42
2004_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3781.23,48.52
2004_Q1,Offaly,Non-Hazardous,,Disposal - Landfill,,55.99
2004_Q1,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5456.63,63.0
2004_Q1,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3637.76,50.81
2004_Q1,Offaly,Non-Hazardous,Organic Waste,Recovery - Composting,6565.63,43.08
2004_Q1,Offaly,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,,76.63
,Roscommon,Hazardous,Chemical Waste,Disposal - Incineration,2749.46,346.0
2004_Q1,Roscommon,Hazardous,Chemical Waste,Disposal - Other,1178.34,211.14
2004_Q1,Roscommon,Hazardous,Electronic Waste,Recovery - Recycling,17080.82,182.96
2004_Q1,Roscommon,Hazardous,Electronic Waste,Disposal - Other,,223.82
2004_Q1,Roscommon,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,4337.38,65.34
2004_Q1,Roscommon,Hazardous,N A N,Disposal - Other,2891.59,62.0
2004_Q1,Roscommon,Hazardous,Medical Waste,Disposal - Incineration,7330.76,71.0
2004_Q1,Roscommon,Hazardous,Medical Waste,Disposal - Other,1832.69,51.82
2004_Q1,Roscommon,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5697.72,78.0
2004_Q1,Roscommon,Non-Hazardous,Agricultural Waste,Recovery - Composting,5697.72,32.75
2004_Q1,Roscommon,Non-Hazardous,Agricultural Waste,Disposal - Other,2848.86,70.55
,Roscommon,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,7236.13,53.46
2004_Q1,Roscommon,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,16884.31,48.27
2004_Q1,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8585.7,74.38
2004_Q1,Roscommon,Non-Hazardous,,Recovery - Recycling,8585.7,57.0
2004_Q1,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,,70.93
2004_Q1,Roscommon,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7405.78,59.84
2004_Q1,Roscommon,Non-Hazardous,Municipal Solid Waste,,4443.47,79.75
2004_Q1,Roscommon,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2962.31,51.86
2004_Q1,Roscommon,Non-Hazardous,Organic Waste,Recovery - Composting,9842.16,64.02
,Roscommon,Non-Hazardous,,Recovery - Energy Recovery,4218.07,78.31
2004_Q1,Sligo,Hazardous,Chemical Waste,Disposal - Incineration,15175.25,65.0
2004_Q1,Sligo,Hazardous,Chemical Waste,Disposal - Other,6503.68,293.4
2004_Q1,Sligo,Hazardous,N A N,Recovery - Recycling,18968.17,76.05
2004_Q1,Sligo,Hazardous,Electronic Waste,Disposal - Other,2107.58,71.7
2004_Q1,Sligo,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,3608.67,251.0
2004_Q1,Sligo,Hazardous,Industrial Hazardous Waste,Disposal - Other,2405.78,74.17
2004_Q1,,Hazardous,Medical Waste,Disposal - Incineration,10324.27,61.78
2004_Q1,,Hazardous,Medical Waste,Disposal - Other,2581.07,348.66
2004_Q1,Sligo,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6177.33,75.89
,Sligo,Non-Hazardous,Agricultural Waste,Recovery - Composting,6177.33,59.0
2004_Q1,Sligo,Non-Hazardous,Agricultural Waste,,3088.66,36.0
,Sligo,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5472.0,58.44
2004_Q1,Sligo,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12768.85,67.0
2004_Q1,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,2894.72,59.31
2004_Q1,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,2894.72,69.61
2004_Q1,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,1447.36,52.65
2004_Q1,Sligo,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,,67.98
2004_Q1,Sligo,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2473.65,77.83
,Sligo,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1649.1,60.17
2004_Q1,Sligo,,Organic Waste,Recovery - Composting,6790.0,54.74
2004_Q1,Sligo,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2910.31,75.0
2004_Q1,Tipperary,Hazardous,Chemical Waste,Disposal - Incineration,13535.56,379.58
2004_Q2,,Hazardous,,Disposal - Other,5800.95,65.37
2004_Q1,Tipperary,Hazardous,Electronic Waste,Recovery - Recycling,17567.69,71.74
2004_Q1,Tipperary,Hazardous,Electronic Waste,Disposal - Other,1951.97,77.82
2004_Q1,Tipperary,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8895.0,361.51
2004_Q1,Tipperary,Hazardous,Industrial Hazardous Waste,Disposal - Other,5930.3,415.46
2004_Q1,Tipperary,Hazardous,Medical Waste,Disposal - Incineration,14762.86,77.0
2004_Q1,Tipperary,Hazardous,Medical Waste,Disposal - Other,3690.71,78.53
2004_Q1,Tipperary,Non-Hazardous,Agricultural Waste,Disposal - Landfill,3715.0,51.2
,Tipperary,Non-Hazardous,Agricultural Waste,Recovery - Composting,3715.08,53.6
2004_Q1,Tipperary,Non-Hazardous,Agricultural Waste,Disposal - Other,1857.54,71.06
,Tipperary,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4134.87,60.18
2004_Q1,Tipperary,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9648.02,77.77
2004_Q1,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5732.8,70.82
2004_Q1,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5732.8,55.08
2004_Q1,Tipperary,Non-Hazardous,,Recovery - Energy Recovery,2866.4,51.58
2004_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,4799.85,60.89
2004_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2879.91,59.67
2004_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1919.94,51.09
2004_Q1,,Non-Hazardous,Organic Waste,Recovery - Composting,5634.47,62.0
2004_Q1,Tipperary,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2414.78,42.44
2004_Q1,Waterford,Hazardous,Chemical Waste,Disposal - Incineration,8343.99,317.24
2004_Q1,Waterford,Hazardous,Chemical Waste,Disposal - Other,3576.0,52.18
2004_Q1,Waterford,Hazardous,Electronic Waste,Recovery - Recycling,6024.0,276.64
2004_Q1,Waterford,Hazardous,N A N,Disposal - Other,669.39,72.04
2004_Q1,Waterford,Hazardous,Industrial Hazardous Waste,,5606.21,50.25
2004_Q1,Waterford,Hazardous,Industrial Hazardous Waste,Disposal - Other,3737.47,321.31
2004_Q1,Waterford,Hazardous,Medical Waste,Disposal - Incineration,11302.38,68.08
2004_Q1,Waterford,Hazardous,Medical Waste,Disposal - Other,2825.6,573.73
2004_Q1,Waterford,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4111.88,74.51
2004_Q1,Waterford,Non-Hazardous,Agricultural Waste,Recovery - Composting,4111.88,54.62
2004_Q1,Waterford,Non-Hazardous,Agricultural Waste,Disposal - Other,2055.0,53.15
2004_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5999.61,38.5
2004_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13999.09,70.94
2004_Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6108.25,56.87
2004_Q1,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6108.25,42.63
2004_Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3054.13,79.88
2004_Q1,Waterford,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,10712.67,70.0
2004_Q1,,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,6427.6,64.0
2004_Q1,Waterford,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4285.07,51.0
2004_Q1,Waterford,Non-Hazardous,Organic Waste,Recovery - Composting,10106.8,74.07
2004_Q1,Waterford,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,,55.0
2004_Q1,Westmeath,,Chemical Waste,,6160.78,68.24
2004_Q1,Westmeath,Hazardous,,Disposal - Other,2640.33,63.0
2004_Q1,Westmeath,Hazardous,Electronic Waste,Recovery - Recycling,10774.01,58.05
2004_Q1,Westmeath,Hazardous,Electronic Waste,Disposal - Other,1197.0,52.93
2004_Q1,Westmeath,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,15105.71,76.13
2004_Q1,Westmeath,Hazardous,Industrial Hazardous Waste,Disposal - Other,10070.48,60.24
2004_Q1,Westmeath,Hazardous,Medical Waste,Disposal - Incineration,11927.31,62.97
2004_Q4,Westmeath,Hazardous,Medical Waste,Disposal - Other,2981.83,70.2
2004_Q1,Westmeath,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5873.08,69.74
2004_Q1,Westmeath,Non-Hazardous,Agricultural Waste,Recovery - Composting,5873.08,50.41
2004_Q1,Westmeath,Non-Hazardous,Agricultural Waste,Disposal - Other,2936.54,74.99
2004_Q1,Westmeath,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4617.0,55.69
2004_Q1,Westmeath,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10773.2,69.42
2004_Q1,Westmeath,Non-Hazardous,,Disposal - Landfill,5202.04,57.3
2004_Q1,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5202.04,79.0
2004_Q1,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2601.02,46.71
2004_Q1,Westmeath,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,4961.2,58.0
2004_Q1,Westmeath,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2976.72,67.11
2004_Q1,,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1984.48,63.11
2004_Q1,Westmeath,Non-Hazardous,Organic Waste,Recovery - Composting,8405.82,74.28
,Westmeath,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3602.49,78.83
2004_Q1,Wexford,Hazardous,Chemical Waste,Disposal - Incineration,14793.44,306.05
2004_Q1,Wexford,Hazardous,Chemical Waste,Disposal - Other,6340.05,79.87
2004_Q1,Wexford,Hazardous,Electronic Waste,Recovery - Recycling,17063.48,273.99
2004_Q1,Wexford,Hazardous,Electronic Waste,Disposal - Other,1895.94,50.94
2004_Q1,Wexford,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,9972.59,60.14
2004_Q1,,Hazardous,Industrial Hazardous Waste,Disposal - Other,6648.4,74.7
2004_Q1,Wexford,Hazardous,Medical Waste,Disposal - Incineration,11083.38,77.36
2004_Q1,Wexford,,Medical Waste,Disposal - Other,2770.0,69.0
2004_Q1,Wexford,,Agricultural Waste,Disposal - Landfill,4716.64,66.0
2004_Q1,Wexford,Non-Hazardous,Agricultural Waste,Recovery - Composting,4716.64,75.0
2004_Q1,Wexford,Non-Hazardous,Agricultural Waste,Disposal - Other,2358.32,70.43
,Wexford,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6057.71,70.01
2004_Q1,Wexford,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,14134.65,58.14
2004_Q1,Wexford,,Industrial Non-Hazardous Waste,Disposal - Landfill,8263.94,72.85
2004_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8263.94,49.3
2004_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,,4131.97,58.6
2004_Q1,Wexford,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9118.26,65.09
2004_Q1,Wexford,,Municipal Solid Waste,Recovery - Recycling,5470.0,69.17
2004_Q1,Wexford,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,,72.22
2004_Q1,Wexford,Non-Hazardous,Organic Waste,Recovery - Composting,8433.0,53.0
2004_Q1,Wexford,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3614.44,76.02
2004_Q1,Wicklow,Hazardous,Chemical Waste,Disposal - Incineration,8421.03,233.25
2004_Q1,Wicklow,Hazardous,Chemical Waste,Disposal - Other,3609.01,353.0
2004_Q1,Wicklow,Hazardous,Electronic Waste,Recovery - Recycling,13412.24,79.03
2004_Q1,Wicklow,Hazardous,Electronic Waste,Disposal - Other,1490.25,259.79
2004_Q1,Wicklow,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12608.86,74.73
2004_Q1,Wicklow,Hazardous,Industrial Hazardous Waste,Disposal - Other,8405.0,67.0
,Wicklow,,Medical Waste,Disposal - Incineration,11329.55,74.48
2004_Q1,Wicklow,Hazardous,Medical Waste,,2832.39,522.78
2004_Q1,Wicklow,,Agricultural Waste,Disposal - Landfill,4685.02,69.86
2004_Q1,Wicklow,Non-Hazardous,Agricultural Waste,Recovery - Composting,4685.02,39.59
2004_Q1,Wicklow,Non-Hazardous,Agricultural Waste,Disposal - Other,2342.51,67.34
2004_Q1,Wicklow,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5050.24,72.09
2004_Q1,Wicklow,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11783.91,66.46
2004_Q1,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5927.58,52.0
2004_Q1,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5927.58,67.09
2004_Q1,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2963.79,77.54
2004_Q1,Wicklow,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,,54.0
2004_Q1,Wicklow,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,1615.68,54.3
2004_Q1,Wicklow,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1077.12,52.46
2004_Q1,Wicklow,Non-Hazardous,Organic Waste,Recovery - Composting,13449.0,69.14
2004_Q1,Wicklow,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5763.86,69.4
2004_Q2,Antrim,Hazardous,Chemical Waste,Disposal - Incineration,12810.64,331.0
2004_Q2,Antrim,Hazardous,Chemical Waste,Disposal - Other,5490.28,74.0
2004_Q2,Antrim,Hazardous,Electronic Waste,Recovery - Recycling,14746.23,53.37
2004_Q2,Antrim,Hazardous,Electronic Waste,Disposal - Other,1638.47,62.11
2004_Q2,Antrim,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8963.6,351.91
2004_Q2,Antrim,Hazardous,Industrial Hazardous Waste,Disposal - Other,5975.74,69.3
2004_Q2,Antrim,Hazardous,Medical Waste,Disposal - Incineration,18595.38,78.48
